0.000000,51.509254,-0.161045,0.000000,-0.000000,-1.542892
0.500000,51.509255,-0.161045,0.146578,-0.018723,-3.797893
1.000000,51.509255,-0.161045,0.234761,0.012989,0.752456
1.500000,51.509257,-0.161045,0.505354,-0.016037,0.414898
2.000000,51.509260,-0.161045,0.759986,0.007512,-0.556803
2.500000,51.509264,-0.161045,0.981971,0.011216,0.516719
3.000000,51.509269,-0.161045,1.239593,0.013919,0.316633
3.500000,51.509274,-0.161045,1.235588,-0.019587,1.111880
4.000000,51.509280,-0.161045,1.243013,-0.007921,-3.369980
4.500000,51.509286,-0.161045,1.251588,-0.002422,-0.477228
5.000000,51.509291,-0.161045,1.237149,0.004136,-0.253417
5.500000,51.509297,-0.161045,1.264432,-0.026253,0.649744
6.000000,51.509302,-0.161045,1.229690,0.036550,-1.791630
6.500000,51.509308,-0.161044,1.237381,0.023044,2.774990
7.000000,51.509314,-0.161044,1.270289,-0.012349,-0.710191
7.500000,51.509319,-0.161044,1.251529,0.014637,1.390454
8.000000,51.509325,-0.161044,1.236000,0.003207,-2.335210
8.500000,51.509330,-0.161044,1.256653,-0.002834,-2.759250
9.000000,51.509336,-0.161044,1.262026,0.017210,-1.740491
9.500000,51.509342,-0.161043,1.266749,0.035274,7.057185
10.000000,51.509347,-0.161043,1.233685,0.038573,3.352187
10.500000,51.509353,-0.161043,1.246645,0.016313,1.428252
11.000000,51.509358,-0.161043,1.272959,0.000509,1.503776
11.500000,51.509364,-0.161042,1.252404,0.034767,-0.122234
12.000000,51.509370,-0.161042,1.260453,-0.009076,-0.158678
12.500000,51.509375,-0.161042,1.239118,-0.017069,0.403289
13.000000,51.509381,-0.161042,1.239527,0.002400,-1.210807
13.500000,51.509386,-0.161042,1.242959,0.011150,-1.904887
14.000000,51.509392,-0.161042,1.268747,0.013137,-1.509883
14.500000,51.509398,-0.161042,1.242925,-0.044242,1.363517
15.000000,51.509403,-0.161042,1.253154,-0.032399,-3.074326
15.500000,51.509409,-0.161042,1.223933,-0.010947,-5.105257
16.000000,51.509414,-0.161043,1.216517,-0.004763,-2.660231
16.500000,51.509420,-0.161043,1.239364,-0.011159,-0.115557
17.000000,51.509425,-0.161043,1.209354,-0.000127,-1.703993
17.500000,51.509430,-0.161043,1.235594,-0.003197,-2.450731
18.000000,51.509436,-0.161042,1.249811,0.005538,-1.736092
18.500000,51.509442,-0.161042,1.230213,-0.011246,-0.803179
19.000000,51.509447,-0.161042,1.243615,0.003161,-1.495078
19.500000,51.509453,-0.161042,1.251107,0.014940,2.582791
20.000000,51.509458,-0.161042,1.257824,0.012215,0.993107
20.500000,51.509464,-0.161042,1.241185,0.008692,-0.406492
21.000000,51.509469,-0.161041,1.226853,0.018557,-1.361401
21.500000,51.509475,-0.161041,1.235573,0.008595,3.940437
22.000000,51.509480,-0.161041,1.258682,-0.026882,-1.416992
22.500000,51.509486,-0.161041,1.239569,-0.016531,-2.367992
23.000000,51.509491,-0.161041,1.256070,-0.021415,1.739781
23.500000,51.509497,-0.161041,1.205424,0.026631,1.193001
24.000000,51.509502,-0.161041,1.237823,0.008575,-2.845885
24.500000,51.509508,-0.161041,1.232278,-0.008728,0.059443
25.000000,51.509513,-0.161041,1.250982,-0.007636,1.246173
25.500000,51.509519,-0.161041,1.254664,-0.042185,-0.478792
26.000000,51.509524,-0.161041,1.271955,0.005508,-0.181028
26.500000,51.509530,-0.161041,1.250477,-0.024093,-4.061682
27.000000,51.509535,-0.161041,1.209376,-0.008924,-1.040935
27.500000,51.509541,-0.161041,1.239596,-0.056246,3.567833
28.000000,51.509546,-0.161041,1.252417,-0.029685,-0.586167
28.500000,51.509552,-0.161041,1.240608,-0.036162,0.518148
29.000000,51.509558,-0.161042,1.247246,-0.045544,-4.208093
29.500000,51.509563,-0.161042,1.241357,-0.027240,-2.534166
30.000000,51.509569,-0.161042,1.251292,-0.005626,-2.979599
30.500000,51.509574,-0.161042,1.251902,-0.015624,-1.073275
31.000000,51.509580,-0.161042,1.256619,-0.013220,1.588802
31.500000,51.509585,-0.161042,1.232046,-0.000477,-0.435642
32.000000,51.509591,-0.161042,1.234825,-0.019702,3.264413
32.500000,51.509596,-0.161042,0.993483,-0.019200,-1.201424
33.000000,51.509600,-0.161042,0.749990,-0.010779,-4.329778
33.500000,51.509602,-0.161042,0.509980,-0.024586,-1.927503
34.000000,51.509604,-0.161042,0.235561,0.002188,1.031886
34.500000,51.509605,-0.161042,0.227416,0.068762,15.857882
35.000000,51.509606,-0.161041,0.253068,0.132362,28.988561
35.500000,51.509607,-0.161039,0.173142,0.177221,44.631796
36.000000,51.509607,-0.161038,0.104990,0.215207,61.281786
36.500000,51.509608,-0.161036,0.060484,0.227174,77.038573
37.000000,51.509608,-0.161034,0.012550,0.226512,88.989855
37.500000,51.509608,-0.161033,-0.055396,0.242694,105.501101
38.000000,51.509607,-0.161031,-0.132527,0.232692,116.779181
38.500000,51.509606,-0.161029,-0.156000,0.166860,128.468027
39.000000,51.509606,-0.161028,-0.231776,0.130029,144.842699
39.500000,51.509604,-0.161027,-0.218411,0.071902,166.221427
40.000000,51.509603,-0.161027,-0.257096,0.003650,178.996127
40.500000,51.509601,-0.161027,-0.522658,0.036482,179.213580
41.000000,51.509599,-0.161027,-0.759305,-0.022369,178.733611
41.500000,51.509594,-0.161027,-1.022488,0.019682,186.193806
42.000000,51.509589,-0.161027,-1.251740,-0.002942,182.828806
42.500000,51.509584,-0.161027,-1.248398,0.016224,176.108285
43.000000,51.509578,-0.161026,-1.261613,0.021308,177.473086
43.500000,51.509572,-0.161026,-1.220855,-0.003512,182.309150
44.000000,51.509567,-0.161026,-1.240312,-0.025078,178.825916
44.500000,51.509561,-0.161026,-1.235348,0.003532,181.451866
45.000000,51.509555,-0.161026,-1.260524,0.026645,177.544621
45.500000,51.509550,-0.161026,-1.256230,-0.022048,180.932497
46.000000,51.509544,-0.161026,-1.262497,0.008348,181.725246
46.500000,51.509538,-0.161026,-1.209454,-0.043066,178.936522
47.000000,51.509533,-0.161026,-1.268773,-0.028139,176.710921
47.500000,51.509527,-0.161026,-1.237190,-0.030403,178.165458
48.000000,51.509522,-0.161026,-1.252089,-0.028507,178.968162
48.500000,51.509516,-0.161026,-1.273134,0.004612,182.898440
49.000000,51.509510,-0.161026,-1.236489,-0.031209,182.043824
49.500000,51.509504,-0.161026,-1.264055,0.040892,175.458909
50.000000,51.509499,-0.161025,-1.275616,-0.002331,183.364813
50.500000,51.509493,-0.161025,-1.245102,0.016206,177.015105
51.000000,51.509487,-0.161025,-1.285018,0.003788,175.337211
51.500000,51.509482,-0.161025,-1.249811,0.009446,180.618901
52.000000,51.509476,-0.161025,-1.238169,0.019320,183.520229
52.500000,51.509470,-0.161025,-1.240436,0.006316,176.858155
53.000000,51.509465,-0.161025,-1.237531,-0.011019,181.832974
53.500000,51.509459,-0.161025,-1.271205,0.007938,184.166584
54.000000,51.509453,-0.161025,-1.260528,-0.009686,182.219408
54.500000,51.509448,-0.161025,-1.262297,-0.008318,181.354142
55.000000,51.509442,-0.161025,-1.274038,0.001999,176.418534
55.500000,51.509436,-0.161024,-1.240025,0.028014,179.085538
56.000000,51.509431,-0.161024,-1.266825,-0.010424,177.437743
56.500000,51.509425,-0.161024,-1.241039,0.018513,177.642139
57.000000,51.509419,-0.161024,-1.243308,0.005182,179.012872
57.500000,51.509414,-0.161024,-1.253909,0.036732,181.302502
58.000000,51.509408,-0.161023,-1.264925,0.069919,173.080139
58.500000,51.509402,-0.161023,-1.258485,0.026381,176.314108
59.000000,51.509397,-0.161023,-1.275899,0.010296,180.377651
59.500000,51.509391,-0.161022,-1.253203,0.020183,176.620218
60.000000,51.509385,-0.161022,-1.265455,0.019891,181.037631
60.500000,51.509380,-0.161022,-1.254708,-0.008907,179.638014
61.000000,51.509374,-0.161022,-1.239021,-0.029708,176.893220
61.500000,51.509368,-0.161022,-1.238132,-0.036935,181.234077
62.000000,51.509363,-0.161022,-1.258132,-0.025256,180.439091
62.500000,51.509357,-0.161022,-1.263418,-0.004849,179.045521
63.000000,51.509351,-0.161023,-1.247101,-0.037982,185.698973
63.500000,51.509346,-0.161023,-1.282786,-0.002086,181.212698
64.000000,51.509340,-0.161023,-1.244004,-0.039936,182.706480
64.500000,51.509334,-0.161023,-1.236673,-0.017099,182.602567
65.000000,51.509329,-0.161023,-1.269571,0.003865,180.680527
65.500000,51.509323,-0.161023,-1.239324,0.046902,179.350325
66.000000,51.509317,-0.161023,-1.262421,0.051941,179.391760
66.500000,51.509312,-0.161022,-1.273530,0.011933,179.187609
67.000000,51.509306,-0.161022,-1.222662,0.002827,179.317217
67.500000,51.509301,-0.161022,-1.232474,-0.001828,176.408362
68.000000,51.509295,-0.161022,-1.224134,0.005190,181.303346
68.500000,51.509289,-0.161022,-1.229262,-0.001832,180.443872
69.000000,51.509284,-0.161022,-1.255867,-0.004904,176.881934
69.500000,51.509278,-0.161022,-1.252389,0.000365,181.018127
70.000000,51.509272,-0.161022,-1.263901,0.008791,180.375608
70.500000,51.509267,-0.161022,-1.254460,0.006038,178.438026
71.000000,51.509261,-0.161022,-1.259996,0.008737,176.908778
71.500000,51.509256,-0.161022,-0.979493,-0.021015,182.915852
72.000000,51.509252,-0.161022,-0.753737,0.014878,178.208278
72.500000,51.509249,-0.161022,-0.494626,0.010466,175.690240
73.000000,51.509248,-0.161022,-0.264410,0.008221,178.327188
73.500000,51.509247,-0.161021,-0.212724,0.082709,163.626816
74.000000,51.509246,-0.161020,-0.217946,0.118297,147.878326
74.500000,51.509245,-0.161019,-0.156782,0.155103,134.962544
75.000000,51.509244,-0.161018,-0.141376,0.253015,118.846445
