Time(s),Latitude(deg),Longitude(deg),Height(m),North(m/s),East(m/s),Down(m/s)
183.500000,51.509549,-0.160998,32.773619,1.256223,0.002618,-0.032699
184.000000,51.509531,-0.160996,39.657035,1.230052,-0.006316,0.076275
184.500000,51.509548,-0.160940,37.968426,1.223391,0.008933,0.040357
185.000000,51.509552,-0.161004,36.212807,1.265402,-0.025487,-0.011846
185.500000,51.509549,-0.160935,32.244504,1.255254,-0.049305,0.066197
186.000000,51.509576,-0.160968,34.908437,1.251907,-0.012449,0.011668
186.500000,51.509592,-0.160998,32.320667,1.244879,-0.001727,0.006184
187.000000,51.509554,-0.160967,37.109450,1.219802,-0.011849,0.009236
187.500000,51.509591,-0.160972,36.920450,1.275555,-0.008560,-0.005988
188.000000,51.509585,-0.161002,31.487977,1.267255,0.002178,0.018374
188.500000,51.509592,-0.160966,43.492158,1.006150,-0.003095,0.071980
189.000000,51.509604,-0.161008,33.490297,0.758336,0.006668,0.014314
189.500000,51.509612,-0.160995,39.120608,0.489258,-0.012304,-0.035497
190.000000,51.509608,-0.160961,45.163803,0.236669,-0.027189,0.023138
190.500000,51.509576,-0.160921,31.233930,0.262971,0.057290,0.044391
191.000000,51.509587,-0.160959,38.696516,0.215920,0.134352,-0.008076
191.500000,51.509594,-0.160951,36.020532,0.166922,0.180227,-0.014199
192.000000,51.509588,-0.160965,42.225755,0.132387,0.232429,0.005769
192.500000,51.509624,-0.160982,34.466049,0.088760,0.239290,-0.050760
193.000000,51.509606,-0.160928,43.821962,0.021511,0.231585,0.006919
193.500000,51.509604,-0.160941,39.935314,-0.067169,0.234742,0.012945
194.000000,51.509605,-0.160968,35.161898,-0.139286,0.220424,-0.019511
194.500000,51.509610,-0.160981,36.486211,-0.180285,0.183288,-0.023000
195.000000,51.509605,-0.160980,37.159976,-0.198607,0.120571,-0.014987
195.500000,51.509590,-0.160930,42.168548,-0.256794,0.100921,-0.020919
196.000000,51.509600,-0.160946,38.833172,-0.246670,-0.000206,-0.001398
196.500000,51.509590,-0.160954,37.304092,-0.508648,0.008551,0.044798
197.000000,51.509596,-0.161003,37.764384,-0.754172,0.017914,-0.051209
197.500000,51.509593,-0.160948,39.179815,-1.009576,0.002525,0.016977
198.000000,51.509589,-0.160983,39.721752,-1.275854,0.008156,0.003529
198.500000,51.509581,-0.161000,37.952074,-1.269350,0.023616,0.050992
199.000000,51.509579,-0.160929,31.829323,-1.235216,-0.024850,-0.013251
199.500000,51.509552,-0.160977,38.650410,-1.249617,-0.018691,0.002801
200.000000,51.509560,-0.160952,36.663502,-1.239812,0.010228,0.026091
200.500000,51.509558,-0.160961,32.140293,-1.269880,-0.003527,0.010095
201.000000,51.509554,-0.160998,36.357822,-1.275067,0.021186,-0.000993
201.500000,51.509544,-0.160973,31.920199,-1.256834,0.027211,0.011615
202.000000,51.509528,-0.160977,37.117376,-1.253503,0.021981,-0.004265
202.500000,51.509537,-0.160929,36.073169,-1.264225,0.027994,-0.003231
203.000000,51.509552,-0.160965,34.207776,-1.261839,0.001372,-0.001347
203.500000,51.509513,-0.160949,40.437721,-1.263399,0.011729,-0.051972
204.000000,51.509528,-0.160967,36.486346,-1.252596,0.025044,-0.002883
204.500000,51.509510,-0.160949,37.300631,-1.243189,0.033816,-0.042338
205.000000,51.509511,-0.160951,33.055122,-1.238683,0.017794,-0.097454
205.500000,51.509508,-0.160970,40.039561,-1.254044,0.006484,0.007691
206.000000,51.509471,-0.160935,37.539080,-1.269426,-0.008912,-0.016661
206.500000,51.509476,-0.160943,38.101290,-1.227504,-0.016944,-0.020499
207.000000,51.509496,-0.160971,36.896007,-1.236113,-0.022630,-0.019210
207.500000,51.509495,-0.160993,37.155757,-1.238316,-0.022208,-0.037142
208.000000,51.509460,-0.160953,36.876055,-1.244904,-0.006467,-0.029813
208.500000,51.509470,-0.160973,39.250366,-1.237846,-0.039624,-0.032131
209.000000,51.509444,-0.160936,43.024493,-1.250961,0.003868,0.018958
209.500000,51.509447,-0.160954,36.190096,-1.264181,-0.005979,-0.011733
210.000000,51.509449,-0.160970,38.169098,-1.264658,0.025846,0.011756
210.500000,51.509457,-0.160964,40.014680,-1.251471,0.040778,-0.021528
211.000000,51.509440,-0.160950,37.846322,-1.253477,-0.005244,-0.027456
211.500000,51.509397,-0.160934,36.964745,-1.264280,0.039464,0.021790
212.000000,51.509423,-0.160948,39.752634,-1.252096,-0.007413,0.005407
212.500000,51.509430,-0.161002,34.978675,-1.251810,0.001902,-0.065763
213.000000,51.509432,-0.160996,33.783741,-1.244553,-0.053295,0.040043
213.500000,51.509415,-0.161006,36.024557,-1.234942,-0.003786,0.013860
214.000000,51.509391,-0.160954,36.141253,-1.264371,0.004006,0.048006
214.500000,51.509420,-0.160974,40.214773,-1.244338,0.012358,0.066616
215.000000,51.509399,-0.160922,32.909680,-1.224235,0.004676,0.011024
215.500000,51.509398,-0.160969,32.702445,-1.239941,-0.011343,0.038237
216.000000,51.509387,-0.160908,36.752623,-1.244173,-0.019757,0.011064
216.500000,51.509373,-0.160937,34.621219,-1.265475,-0.010912,0.020298
217.000000,51.509363,-0.160958,36.624549,-1.237045,-0.026591,-0.010740
217.500000,51.509382,-0.160948,37.089326,-1.256136,-0.005653,0.010560
218.000000,51.509351,-0.160968,38.276796,-1.241666,0.015681,-0.036964
218.500000,51.509351,-0.160956,37.274290,-1.241474,-0.022243,-0.052803
219.000000,51.509349,-0.160970,38.775677,-1.266008,0.017676,0.014089
219.500000,51.509340,-0.160929,42.861773,-1.265132,0.008743,0.020300
220.000000,51.509339,-0.160949,37.789858,-1.232997,-0.016470,-0.047347
220.500000,51.509342,-0.160949,36.673796,-1.274214,0.014968,0.014828
221.000000,51.509321,-0.160989,35.867915,-1.231673,-0.011057,-0.036629
221.500000,51.509311,-0.160981,33.062363,-1.237925,-0.009583,-0.006211
222.000000,51.509320,-0.160970,31.020758,-1.253634,0.022962,-0.014677
222.500000,51.509308,-0.160949,37.558630,-1.247328,-0.005529,0.021636
223.000000,51.509323,-0.160987,33.699194,-1.242112,-0.012825,0.045873
223.500000,51.509300,-0.160968,35.265313,-1.240521,-0.017764,0.019420
224.000000,51.509307,-0.160982,34.928371,-1.262245,-0.012810,-0.019695
224.500000,51.509303,-0.160965,41.697947,-1.248092,-0.004841,0.035263
225.000000,51.509277,-0.160958,39.569392,-1.261026,0.006418,-0.010984
225.500000,51.509291,-0.160972,45.233737,-1.242374,-0.001938,0.011480
226.000000,51.509282,-0.160989,38.478266,-1.264887,-0.006055,0.034002
226.500000,51.509260,-0.160961,33.406423,-1.249723,-0.003621,0.015546
227.000000,51.509263,-0.160965,35.133497,-1.260393,-0.009739,0.017533
227.500000,51.509238,-0.160963,31.479572,-1.001917,0.020640,-0.005667
228.000000,51.509255,-0.160959,34.867364,-0.761454,0.004715,0.050411
228.500000,51.509251,-0.160987,39.948444,-0.513897,0.002083,-0.025931
229.000000,51.509234,-0.160955,36.877585,-0.255414,-0.020177,0.029975
229.500000,51.509245,-0.160968,36.182273,-0.226074,0.091491,0.021027
230.000000,51.509229,-0.160970,41.575253,-0.228164,0.137097,0.033464
230.500000,51.509238,-0.160953,34.816737,-0.205169,0.178991,0.006508
231.000000,51.509254,-0.160962,40.479808,-0.105185,0.231422,-0.006924
231.500000,51.509253,-0.160953,35.401492,-0.067863,0.243015,-0.033508
232.000000,51.509256,-0.160951,35.794095,0.001142,0.251141,-0.051180
232.500000,51.509234,-0.160931,35.669272,0.058496,0.264909,-0.066947
233.000000,51.509242,-0.160909,40.851037,0.129240,0.212989,-0.004265
233.500000,51.509260,-0.160963,34.892142,0.162979,0.183994,-0.012634
234.000000,51.509268,-0.160956,41.221209,0.214005,0.123130,0.014359
234.500000,51.509255,-0.160978,30.229708,0.228474,0.068731,-0.032095
235.000000,51.509240,-0.160923,38.935615,0.232705,-0.023131,0.074554
235.500000,51.509223,-0.160944,34.899739,0.501646,-0.008898,-0.025552
236.000000,51.509262,-0.160967,39.909690,0.769713,0.003284,-0.012614
236.500000,51.509248,-0.160961,36.703568,1.016777,-0.014017,0.003286
237.000000,51.509256,-0.160912,38.453297,1.260249,0.014497,-0.010899
237.500000,51.509281,-0.160976,39.518004,1.245501,0.010378,-0.047901
238.000000,51.509262,-0.160951,33.371923,1.241621,0.026842,-0.037065
238.500000,51.509289,-0.160970,33.593423,1.244823,0.010618,-0.005302
239.000000,51.509286,-0.160966,39.914658,1.235378,-0.042783,0.002333
239.500000,51.509279,-0.160943,33.407253,1.244514,-0.023690,0.028468
240.000000,51.509286,-0.160913,39.822051,1.242916,-0.023716,0.032696
240.500000,51.509294,-0.160907,37.298945,1.249093,-0.004865,0.054339
241.000000,51.509280,-0.160913,31.799964,1.237134,0.000703,0.025704
241.500000,51.509322,-0.160931,34.769801,1.257194,-0.001014,0.041157
242.000000,51.509326,-0.160959,38.983688,1.221720,0.002335,0.049902
242.500000,51.509339,-0.160939,37.330461,1.246602,0.035910,0.010368
243.000000,51.509339,-0.160969,38.614454,1.254798,0.011245,-0.012730
243.500000,51.509319,-0.160963,36.398730,1.257072,-0.029005,0.009542
244.000000,51.509336,-0.160957,39.645636,1.244740,0.009449,-0.000531
244.500000,51.509342,-0.160968,40.998268,1.234399,0.003231,0.038855
245.000000,51.509351,-0.160949,42.266091,1.250287,-0.007972,0.051011
245.500000,51.509365,-0.160911,37.223240,1.254900,-0.034945,0.000822
246.000000,51.509357,-0.160931,38.010028,1.214580,0.024245,-0.013210
246.500000,51.509369,-0.160972,37.290592,1.233811,-0.007080,0.029470
247.000000,51.509369,-0.160935,35.759836,1.248811,0.002597,-0.017455
247.500000,51.509362,-0.160918,40.648154,1.224691,0.008063,0.007095
248.000000,51.509375,-0.160978,39.125081,1.245847,-0.010593,0.008446
248.500000,51.509396,-0.160976,37.181372,1.215218,-0.007385,-0.004235
249.000000,51.509402,-0.160940,33.755441,1.252726,-0.014586,-0.015912
249.500000,51.509394,-0.160945,36.466056,1.232354,-0.027216,-0.040896
250.000000,51.509413,-0.160938,39.703518,1.249835,-0.026889,-0.067989
250.500000,51.509408,-0.160981,38.252491,1.226192,-0.031317,0.026547
251.000000,51.509425,-0.160929,35.250648,1.237415,-0.036093,-0.042330
251.500000,51.509421,-0.160995,27.528743,1.254894,-0.030619,0.014670
252.000000,51.509440,-0.160969,34.464997,1.250156,-0.021252,0.008957
252.500000,51.509440,-0.160925,36.152690,1.252718,-0.006361,0.028352
253.000000,51.509442,-0.160932,38.310790,1.226205,-0.013506,0.017996
253.500000,51.509435,-0.160948,37.372466,1.234850,0.010652,-0.030267
254.000000,51.509458,-0.160960,34.186054,1.281436,-0.029334,0.074921
254.500000,51.509436,-0.160919,38.948257,1.252173,-0.023489,0.036226
255.000000,51.509452,-0.161004,35.061736,1.242631,-0.003704,0.024792
255.500000,51.509468,-0.160957,39.734286,1.253290,-0.013762,-0.000586
256.000000,51.509440,-0.160908,34.017768,1.257169,-0.001321,-0.013781
256.500000,51.509476,-0.160939,37.808557,1.245928,0.026894,-0.018643
257.000000,51.509491,-0.160952,36.879499,1.259911,-0.003017,0.037857
257.500000,51.509473,-0.160973,34.332697,1.241957,0.017174,-0.029874
258.000000,51.509503,-0.160984,33.325363,1.239202,-0.026269,0.049335
258.500000,51.509498,-0.160948,38.758999,1.265288,-0.006170,-0.012823
259.000000,51.509492,-0.160947,37.182222,1.234289,0.021920,0.011099
259.500000,51.509499,-0.160977,33.417489,1.242887,0.009764,-0.008544
260.000000,51.509523,-0.160954,38.645878,1.265985,0.021920,-0.002067
260.500000,51.509524,-0.160939,33.707130,1.238102,0.036390,-0.028023
261.000000,51.509542,-0.160967,32.106113,1.259324,0.058722,-0.008250
261.500000,51.509519,-0.160975,41.042486,1.265256,0.046859,0.034831
262.000000,51.509514,-0.160930,36.653362,1.270356,0.076660,-0.010815
262.500000,51.509562,-0.160953,35.276850,1.270869,0.054667,-0.017568
263.000000,51.509569,-0.160972,35.512753,1.272616,0.063400,0.023591
263.500000,51.509549,-0.160929,37.877539,1.240506,0.034897,-0.009952
264.000000,51.509541,-0.160935,33.741360,1.236207,0.022696,0.004018
264.500000,51.509549,-0.160912,37.710645,1.245653,0.022438,0.026091
265.000000,51.509556,-0.160928,35.484121,1.235858,0.002046,-0.021755
265.500000,51.509584,-0.160960,37.185287,1.230891,-0.000200,-0.046310
266.000000,51.509630,-0.160922,26.311355,318.930163,514.299830,-1365.857456
266.500000,51.509637,-0.160915,24.622161,318.762426,514.404724,-1365.595027
267.000000,51.509672,-0.160941,23.143940,318.636621,514.545855,-1365.328283
267.500000,51.509634,-0.160941,29.766941,318.495522,514.675596,-1365.011329
268.000000,51.509626,-0.160919,34.663841,318.324328,514.789611,-1364.716890
268.500000,51.509616,-0.160967,23.278805,318.322781,514.858051,-1364.558418
269.000000,51.509627,-0.160937,25.065932,318.302314,514.877852,-1364.257719
269.500000,51.509639,-0.160923,31.800399,318.277559,514.979018,-1364.062830
270.000000,51.509644,-0.160920,21.804629,318.245769,515.031923,-1363.768840
270.500000,51.509628,-0.160910,32.840678,318.220100,515.100718,-1363.590132
271.000000,51.509629,-0.160913,28.364177,318.159877,515.161379,-1363.377200
271.500000,51.509638,-0.160915,29.235328,318.075008,515.260368,-1363.225498
272.000000,51.509655,-0.160932,28.557410,318.040756,515.334947,-1362.998312
272.500000,51.509643,-0.160897,24.583363,318.023654,515.390845,-1362.902845
273.000000,51.509615,-0.160954,27.930544,317.959236,515.462724,-1362.752911
273.500000,51.509637,-0.160946,29.054982,317.944948,515.495200,-1362.751151
274.000000,51.509644,-0.160928,25.219276,317.890637,515.582010,-1362.552945
274.500000,51.509646,-0.160875,28.484979,317.786288,515.668376,-1362.242161
275.000000,51.509639,-0.160971,30.109191,317.607832,515.790330,-1362.009789
275.500000,51.509641,-0.160910,27.039133,317.455096,515.926036,-1361.769325
276.000000,51.509626,-0.160933,29.139243,317.286646,516.098781,-1361.501305
276.500000,51.509584,-0.160899,36.324936,-1.287303,-0.007504,0.017988
277.000000,51.509578,-0.160933,39.389870,-1.271690,0.029746,0.030444
277.500000,51.509577,-0.160939,35.459298,-1.266753,0.018989,-0.037369
278.000000,51.509540,-0.160889,37.029708,-1.252017,0.019104,0.003061
278.500000,51.509547,-0.160929,37.351859,-1.239157,0.011962,-0.023513
279.000000,51.509540,-0.160910,37.103372,-1.264245,-0.004503,0.009152
279.500000,51.509559,-0.160932,41.958887,-1.273112,0.009369,0.026872
280.000000,51.509517,-0.160941,37.964796,-1.269318,-0.002032,0.034515
280.500000,51.509519,-0.160938,36.560188,-1.253109,0.003561,-0.011291
281.000000,51.509517,-0.160920,37.298541,-1.241543,0.012382,-0.024540
281.500000,51.509525,-0.160961,40.269254,-1.241787,0.009665,0.056057
282.000000,51.509527,-0.160962,34.259618,-1.231357,-0.016171,0.037604
282.500000,51.509534,-0.160931,34.155156,-1.246310,0.004626,0.078486
283.000000,51.509516,-0.160908,34.597626,-1.245767,-0.008687,0.018824
283.500000,51.509506,-0.160914,35.762683,-1.247080,0.006859,-0.005204
284.000000,51.509493,-0.160939,37.244772,-1.253954,0.013509,0.005702
284.500000,51.509475,-0.160909,37.387777,-1.246493,0.025173,-0.002745
285.000000,51.509474,-0.160937,35.683139,-1.240679,0.053566,-0.022652
285.500000,51.509472,-0.160916,36.334046,-1.239959,0.059258,-0.002175
286.000000,51.509483,-0.160960,36.269632,-1.241840,0.067090,-0.000394
286.500000,51.509439,-0.160901,37.016940,-1.236772,0.031267,-0.015939
287.000000,51.509470,-0.160920,33.678637,-1.266643,0.056241,0.049381
287.500000,51.509420,-0.160919,31.596244,-1.255223,0.033527,0.030327
288.000000,51.509455,-0.160935,31.332424,-1.279143,0.045540,-0.006253
288.500000,51.509454,-0.160923,34.684669,-1.258318,0.014632,-0.002039
289.000000,51.509438,-0.160926,39.665031,-1.247672,0.035176,0.024418
289.500000,51.509436,-0.160911,39.168487,-1.259082,0.017765,-0.007282
290.000000,51.509410,-0.160917,36.234453,-1.266637,-0.008043,-0.030955
290.500000,51.509415,-0.160916,37.843578,-1.268383,0.007292,-0.027952
291.000000,51.509415,-0.160921,37.345501,-1.280965,0.013150,-0.010157
291.500000,51.509424,-0.160924,35.916640,-1.253543,0.000324,0.014244
292.000000,51.509393,-0.160932,39.581991,-1.271383,-0.014929,0.005568
292.500000,51.509401,-0.160937,34.715050,-1.275759,-0.009457,-0.032823
293.000000,51.509396,-0.160940,35.318758,-1.258208,-0.007542,0.013794
293.500000,51.509401,-0.160949,32.189568,-1.248525,-0.028982,0.000533
294.000000,51.509360,-0.160933,38.293175,-1.232190,-0.042000,-0.021749
294.500000,51.509376,-0.160949,38.408890,-1.249963,-0.020215,-0.086543
295.000000,51.509381,-0.160950,33.493176,-1.245508,-0.036272,-0.047564
295.500000,51.509360,-0.160936,38.174838,-1.232358,-0.045718,-0.040219
296.000000,51.509360,-0.160906,29.546161,-1.248001,-0.043554,-0.064847
296.500000,51.509338,-0.160940,34.433666,-1.222155,-0.008948,-0.040176
297.000000,51.509355,-0.160930,39.248817,-1.253015,0.035694,-0.023234
297.500000,51.509350,-0.160947,34.244410,-1.217165,-0.011505,-0.054676
298.000000,51.509336,-0.160956,34.602705,-1.265525,-0.014443,-0.015098
298.500000,51.509321,-0.160926,36.710815,-1.265758,-0.027029,0.028259
299.000000,51.509321,-0.160927,34.213629,-1.234021,-0.016932,0.031171
299.500000,51.509345,-0.160924,37.833345,-1.238430,-0.056411,0.058449
300.000000,51.509335,-0.160948,38.649838,-1.237520,-0.053265,-0.027717
300.500000,51.509327,-0.160958,33.776129,-1.273349,-0.006773,0.011983
301.000000,51.509293,-0.160903,37.048511,-1.254724,-0.002597,0.006725
301.500000,51.509288,-0.160928,35.123912,-1.230385,-0.029574,-0.055851
302.000000,51.509281,-0.160934,36.275237,-1.239393,-0.017911,-0.002819
302.500000,51.509277,-0.160896,38.084102,-1.234660,0.005748,-0.030684
303.000000,51.509272,-0.160942,36.914831,-1.226741,0.011187,-0.033316
303.500000,51.509283,-0.160916,36.832366,-1.249786,-0.017587,0.018162
304.000000,51.509257,-0.160955,35.317969,-1.220366,-0.011086,0.012774
304.500000,51.509268,-0.160961,26.593302,-1.274163,-0.000050,0.062489
305.000000,51.509273,-0.160990,39.411250,-1.253445,0.017988,-0.006288
305.500000,51.509234,-0.160934,38.240643,-0.966667,0.003457,0.042955
306.000000,51.509245,-0.160939,34.429750,-0.754210,0.021078,-0.004266
306.500000,51.509232,-0.160902,38.855121,-0.503030,-0.033263,0.005620
307.000000,51.509243,-0.160905,42.459718,-0.240295,-0.011209,0.004455
307.500000,51.509252,-0.160988,35.063632,-0.252483,0.071726,-0.023431
308.000000,51.509224,-0.160912,33.945362,-0.208680,0.113102,-0.000989
308.500000,51.509257,-0.160950,37.160002,-0.160553,0.181442,-0.035120
309.000000,51.509252,-0.160926,36.627567,-0.119116,0.230794,-0.040603
309.500000,51.509247,-0.160915,41.075288,-0.075614,0.246009,-0.027627
310.000000,51.509255,-0.160981,37.942482,0.004015,0.218543,0.022203
310.500000,51.509236,-0.160921,33.095859,0.078259,0.243575,0.023358
311.000000,51.509237,-0.160864,39.801439,0.108446,0.241134,0.010908
311.500000,51.509243,-0.160928,33.239023,0.155847,0.181879,0.014201
312.000000,51.509245,-0.160918,42.501193,0.227708,0.131268,-0.030461
312.500000,51.509269,-0.160934,37.557346,0.216029,0.092350,0.018571
313.000000,51.509243,-0.160860,36.038645,0.225077,0.017482,-0.009477
313.500000,51.509229,-0.160873,40.215547,0.487471,0.002160,-0.016968
314.000000,51.509272,-0.160907,38.215781,0.750142,0.016379,-0.018339
314.500000,51.509251,-0.160933,31.895773,0.975144,0.004042,0.011618
315.000000,51.509268,-0.160934,37.191363,1.239855,0.002003,0.008655
315.500000,51.509257,-0.160932,33.300239,1.235979,0.000747,-0.006033
316.000000,51.509261,-0.160909,34.717193,1.238894,0.034978,-0.016358
316.500000,51.509282,-0.160899,41.917745,1.250299,-0.005835,-0.019222
317.000000,51.509255,-0.160932,34.798431,1.269994,0.009257,0.008663
317.500000,51.509295,-0.160953,35.970959,1.260682,0.029628,0.013914
318.000000,51.509276,-0.160892,33.023152,1.253553,0.016529,-0.028542
318.500000,51.509306,-0.160960,28.728042,1.253753,0.004068,-0.015234
319.000000,51.509305,-0.160932,37.125298,1.250842,-0.004383,-0.004502
319.500000,51.509333,-0.160955,40.507562,1.247264,-0.003843,-0.020354
320.000000,51.509313,-0.160926,36.924937,1.256880,0.003759,-0.090353
320.500000,51.509331,-0.160968,34.884093,1.258756,-0.001500,-0.024239
321.000000,51.509335,-0.160940,31.101859,1.258070,-0.017890,-0.019267
321.500000,51.509329,-0.160931,33.508483,1.229839,-0.005052,-0.006789
322.000000,51.509334,-0.160906,41.888749,1.226552,0.002025,0.058771
322.500000,51.509348,-0.160927,37.128143,1.241789,-0.022290,0.030056
323.000000,51.509348,-0.160931,39.419660,1.254094,-0.032710,0.108624
323.500000,51.509355,-0.160940,37.244180,1.252214,-0.022400,0.037169
324.000000,51.509348,-0.160924,34.880205,1.232293,0.001664,0.023341
324.500000,51.509359,-0.160945,32.657049,1.250478,-0.022499,0.012481
325.000000,51.509372,-0.160939,32.874236,1.281157,-0.049312,0.022998
325.500000,51.509379,-0.160936,35.286469,1.255912,-0.029351,0.011474
326.000000,51.509377,-0.160936,36.035571,1.252184,0.028960,0.035914
326.500000,51.509378,-0.160906,36.641962,1.261532,-0.021112,0.042497
327.000000,51.509394,-0.160938,34.972863,1.274858,-0.014312,0.042379
327.500000,51.509389,-0.160918,33.670083,1.262525,-0.014311,0.058636
328.000000,51.509404,-0.160929,31.827274,1.229963,-0.009480,0.037662
328.500000,51.509419,-0.160918,37.614870,1.238397,-0.008091,-0.032595
329.000000,51.509422,-0.160953,35.425110,1.227459,-0.019465,0.003277
329.500000,51.509421,-0.160954,31.758614,1.252573,-0.021622,-0.013392
330.000000,51.509401,-0.160899,39.652028,1.262025,0.014494,-0.042336
330.500000,51.509452,-0.160886,43.644787,1.241870,0.024545,-0.041703
331.000000,51.509429,-0.160926,36.397599,1.233419,0.026948,-0.013546
331.500000,51.509455,-0.160967,37.473052,1.268117,0.031823,-0.047162
332.000000,51.509460,-0.160901,33.781881,1.234290,-0.000938,-0.013394
332.500000,51.509452,-0.160928,34.626482,1.242723,0.012873,-0.020990
333.000000,51.509455,-0.160944,33.441881,1.275063,-0.028889,0.045762
333.500000,51.509481,-0.160885,37.074041,1.237764,0.007884,-0.046364
334.000000,51.509471,-0.160858,37.598242,1.240332,0.000245,0.025147
334.500000,51.509463,-0.160913,36.541864,1.256679,-0.019398,0.010371
335.000000,51.509498,-0.160939,34.083933,1.237967,0.002789,0.025416
335.500000,51.509476,-0.160895,35.765928,1.248622,0.009981,0.045274
336.000000,51.509497,-0.160850,40.340875,1.238062,0.001742,0.001033
336.500000,51.509505,-0.160876,36.696511,1.241512,0.026576,0.010374
337.000000,51.509503,-0.160918,36.239474,1.264664,-0.002654,-0.033600
337.500000,51.509503,-0.160921,36.096704,1.255076,-0.020240,0.006646
338.000000,51.509521,-0.160909,36.818781,1.242449,0.017933,-0.013563
338.500000,51.509495,-0.160902,34.558279,1.254291,-0.014907,0.020768
339.000000,51.509532,-0.160906,34.026959,1.223033,0.015531,-0.019506
339.500000,51.509526,-0.160928,39.455737,1.248958,-0.009087,-0.013056
340.000000,51.509534,-0.160916,33.805229,1.242234,-0.017329,-0.011134
340.500000,51.509560,-0.160956,35.932381,1.254002,0.004910,-0.014721
341.000000,51.509531,-0.160888,40.150820,1.243889,0.025783,0.033187
341.500000,51.509570,-0.160922,38.191652,1.269362,0.001970,-0.034421
342.000000,51.509583,-0.160957,39.183502,1.275335,-0.014961,0.062397
342.500000,51.509559,-0.160923,34.377244,1.246761,-0.008461,0.021035
343.000000,51.509558,-0.160889,36.171216,1.245485,-0.001994,0.071042
343.500000,51.509582,-0.160896,37.735023,1.229458,0.012529,0.009684
344.000000,51.509634,-0.160917,29.974508,317.177713,521.975838,-1340.044616
344.500000,51.509625,-0.160921,24.419623,317.028208,522.108920,-1339.678987
345.000000,51.509660,-0.160913,27.967886,316.855935,522.244853,-1339.423951
345.500000,51.509644,-0.160940,27.402199,316.735494,522.348465,-1339.106145
346.000000,51.509625,-0.160921,30.032699,316.549087,522.521019,-1338.874301
346.500000,51.509615,-0.160913,31.325176,316.544014,522.562473,-1338.611306
347.000000,51.509620,-0.160896,29.487051,316.521019,522.609053,-1338.308094
347.500000,51.509632,-0.160922,26.126516,316.500010,522.639773,-1338.172956
348.000000,51.509660,-0.160917,25.320979,316.494303,522.692376,-1337.863756
348.500000,51.509648,-0.160916,26.308728,316.434002,522.771311,-1337.695786
349.000000,51.509629,-0.160915,29.700640,316.357975,522.845701,-1337.445255
349.500000,51.509639,-0.160910,26.905839,316.323950,522.895967,-1337.287326
350.000000,51.509626,-0.160894,21.418435,316.316666,522.965162,-1337.097279
350.500000,51.509648,-0.160909,36.263786,316.291975,523.048141,-1336.950714
351.000000,51.509639,-0.160909,29.036116,316.241855,523.107401,-1336.758834
351.500000,51.509653,-0.160896,24.908700,316.173282,523.172844,-1336.701206
352.000000,51.509617,-0.160927,26.463625,316.150611,523.223801,-1336.599928
352.500000,51.509614,-0.160907,29.180269,316.007074,523.317820,-1336.292869
353.000000,51.509619,-0.160911,28.940105,315.839844,523.437573,-1335.993551
353.500000,51.509648,-0.160901,28.386335,315.711313,523.584763,-1335.643943
354.000000,51.509633,-0.160916,25.648506,315.557145,523.717746,-1335.474575
354.500000,51.509582,-0.160927,40.788643,-1.251063,0.017627,-0.030335
355.000000,51.509588,-0.160921,34.984018,-1.241388,-0.011901,-0.023722
355.500000,51.509584,-0.160913,35.033581,-1.259772,0.001555,-0.020964
356.000000,51.509562,-0.160903,37.613090,-1.243971,-0.004954,-0.008291
356.500000,51.509551,-0.160908,38.513993,-1.229697,-0.017149,-0.023450
357.000000,51.509537,-0.160916,38.866764,-1.283471,-0.003667,-0.042459
357.500000,51.509550,-0.160912,32.214363,-1.263809,0.024109,-0.081078
358.000000,51.509546,-0.160868,36.876351,-1.272301,0.036045,-0.037404
358.500000,51.509530,-0.160907,40.440285,-1.262519,0.038398,-0.038771
359.000000,51.509526,-0.160896,39.698619,-1.270883,0.014411,-0.036533
359.500000,51.509499,-0.160842,39.853089,-1.266812,0.019680,-0.020900
360.000000,51.509515,-0.160930,35.723791,-1.266630,-0.002717,-0.018022
360.500000,51.509508,-0.160893,37.297121,-1.261449,-0.001444,-0.033783
361.000000,51.509497,-0.160932,36.703562,-1.256208,-0.017242,-0.019325
361.500000,51.509505,-0.160902,36.388402,-1.251066,-0.010542,-0.049423
362.000000,51.509491,-0.160893,37.389040,-1.266080,-0.001220,0.016582
362.500000,51.509503,-0.160907,33.818043,-1.241164,-0.001944,-0.031229
363.000000,51.509481,-0.160892,41.462080,-1.271023,0.012984,-0.065851
363.500000,51.509478,-0.160884,34.582075,-1.232958,0.002050,0.004801
364.000000,51.509446,-0.160895,37.632757,-1.237542,-0.005015,0.011224
364.500000,51.509465,-0.160921,36.258570,-1.251368,0.009057,0.004013
365.000000,51.509462,-0.160872,34.773281,-1.264056,0.017796,-0.003819
365.500000,51.509459,-0.160910,35.887265,-1.254016,0.001396,-0.030902
366.000000,51.509459,-0.160932,41.302532,-1.295654,0.001574,-0.003591
366.500000,51.509436,-0.160914,33.986560,-1.249687,0.015318,0.019504
367.000000,51.509450,-0.160962,37.263430,-1.238795,0.007627,0.002622
367.500000,51.509416,-0.160902,39.218068,-1.257302,0.048648,0.012575
368.000000,51.509426,-0.160916,34.083568,-1.251860,0.009307,0.019257
368.500000,51.509413,-0.160884,41.492786,-1.245059,0.004552,-0.008959
