Time(s),Latitude(deg),Longitude(deg),Height(m),North(m/s),East(m/s),Down(m/s)
230.500000,51.509242,-0.160959,37.890660,-0.205195,0.179067,0.007367
231.000000,51.509242,-0.160957,37.953962,-0.105166,0.230877,-0.004613
231.500000,51.509242,-0.160955,37.941405,-0.067890,0.243082,-0.031996
232.000000,51.509243,-0.160953,37.918325,0.001102,0.251225,-0.049825
232.500000,51.509242,-0.160951,37.872749,0.058439,0.264774,-0.065436
233.000000,51.509243,-0.160948,37.940317,0.129064,0.213799,-0.010473
233.500000,51.509244,-0.160947,37.920210,0.162957,0.184446,-0.012642
234.000000,51.509246,-0.160946,37.966069,0.213989,0.123330,0.012811
234.500000,51.509247,-0.160946,37.880464,0.228485,0.069173,-0.029847
235.000000,51.509248,-0.160945,37.861653,0.232590,-0.022348,0.069316
235.500000,51.509249,-0.160945,37.776049,0.501575,-0.009620,-0.020810
236.000000,51.509252,-0.160946,37.825271,0.769625,0.003575,-0.014550
236.500000,51.509255,-0.160947,37.799637,1.016697,-0.014008,0.003874
237.000000,51.509260,-0.160946,37.736022,1.260091,0.014314,-0.010351
237.500000,51.509267,-0.160947,37.742796,1.245621,0.009730,-0.044279
238.000000,51.509272,-0.160947,37.712129,1.241589,0.027358,-0.038221
238.500000,51.509278,-0.160947,37.713626,1.244797,0.011497,-0.007516
239.000000,51.509283,-0.160947,37.772077,1.235453,-0.043241,0.004152
239.500000,51.509289,-0.160947,37.746424,1.244441,-0.022953,0.025973
240.000000,51.509294,-0.160947,37.787151,1.242882,-0.024162,0.033650
240.500000,51.509299,-0.160945,37.746931,1.248990,-0.004563,0.052354
241.000000,51.509304,-0.160945,37.574834,1.237046,0.000935,0.026162
241.500000,51.509310,-0.160944,37.518034,1.257067,0.000149,0.036496
242.000000,51.509316,-0.160944,37.572950,1.221806,0.001862,0.052296
242.500000,51.509322,-0.160944,37.564283,1.246614,0.035530,0.013376
243.000000,51.509328,-0.160944,37.537360,1.254856,0.011092,-0.011683
243.500000,51.509333,-0.160945,37.590799,1.257057,-0.028447,0.006442
244.000000,51.509339,-0.160946,37.606574,1.244841,0.008617,0.002917
244.500000,51.509344,-0.160946,37.654115,1.234436,0.003444,0.035829
245.000000,51.509350,-0.160947,37.681355,1.250304,-0.008157,0.049752
245.500000,51.509356,-0.160946,37.646935,1.254861,-0.035474,0.004523
246.000000,51.509361,-0.160945,37.650246,1.214600,0.023909,-0.011966
246.500000,51.509367,-0.160946,37.650242,1.233792,-0.006260,0.025279
247.000000,51.509372,-0.160946,37.645131,1.248797,0.002358,-0.015310
247.500000,51.509377,-0.160945,37.703124,1.224691,0.007492,0.007886
248.000000,51.509383,-0.160946,37.734093,1.245909,-0.010659,0.007916
248.500000,51.509388,-0.160947,37.763621,1.215286,-0.007300,-0.003989
249.000000,51.509394,-0.160947,37.695549,1.252644,-0.013963,-0.016939
249.500000,51.509400,-0.160947,37.744325,1.232359,-0.027287,-0.040102
250.000000,51.509405,-0.160946,37.808367,1.249877,-0.027746,-0.063736
250.500000,51.509411,-0.160948,37.859740,1.226197,-0.030295,0.020432
251.000000,51.509417,-0.160947,37.833053,1.237405,-0.036574,-0.037793
251.500000,51.509422,-0.160948,37.766227,1.254846,-0.028943,0.010616
252.000000,51.509428,-0.160949,37.714314,1.250171,-0.020883,0.009169
252.500000,51.509434,-0.160948,37.714244,1.252677,-0.006457,0.029852
253.000000,51.509440,-0.160947,37.746608,1.226200,-0.013713,0.018902
253.500000,51.509445,-0.160948,37.750655,1.234875,0.010283,-0.028480
254.000000,51.509451,-0.160948,37.684971,1.281309,-0.027674,0.067816
254.500000,51.509456,-0.160947,37.671780,1.252172,-0.024110,0.037975
255.000000,51.509461,-0.160949,37.720760,1.242742,-0.003643,0.025514
255.500000,51.509467,-0.160949,37.730922,1.253333,-0.014174,0.000874
256.000000,51.509471,-0.160948,37.707273,1.257057,-0.001074,-0.014945
256.500000,51.509477,-0.160948,37.738435,1.245932,0.026695,-0.017730
257.000000,51.509483,-0.160948,37.756313,1.259848,-0.002167,0.033958
257.500000,51.509488,-0.160948,37.693739,1.242049,0.016666,-0.025851
258.000000,51.509494,-0.160949,37.646556,1.239181,-0.025105,0.045690
258.500000,51.509499,-0.160949,37.663879,1.265364,-0.007328,-0.006876
259.000000,51.509504,-0.160949,37.654575,1.234300,0.021926,0.010596
259.500000,51.509509,-0.160950,37.615921,1.242907,0.010092,-0.008529
260.000000,51.509515,-0.160950,37.592788,1.265952,0.022390,-0.004925
260.500000,51.509521,-0.160949,37.602891,1.238101,0.036242,-0.025116
261.000000,51.509527,-0.160949,37.580186,1.259258,0.059965,-0.011720
261.500000,51.509532,-0.160950,37.638402,1.265332,0.046575,0.034135
262.000000,51.509537,-0.160949,37.665444,1.270386,0.075695,-0.006056
262.500000,51.509544,-0.160948,37.674114,1.270843,0.055101,-0.017794
263.000000,51.509550,-0.160948,37.699252,1.272618,0.064064,0.021910
263.500000,51.509555,-0.160947,37.667959,1.240497,0.034624,-0.008805
264.000000,51.509560,-0.160947,37.591491,1.236149,0.023057,0.003064
264.500000,51.509565,-0.160945,37.615389,1.245556,0.022722,0.023496
265.000000,51.509571,-0.160945,37.549914,1.235830,0.001889,-0.020444
265.500000,51.509576,-0.160945,37.559568,1.230947,-0.000524,-0.043829
266.000000,51.509573,-0.160953,37.852213,1.247970,0.030467,-0.032587
266.500000,51.509570,-0.160960,38.109376,1.008608,0.002510,0.008367
267.000000,51.509567,-0.160967,38.323972,0.769675,-0.016067,-0.027449
267.500000,51.509562,-0.160974,38.593853,0.506287,0.031615,0.007676
268.000000,51.509556,-0.160981,38.905177,0.259656,-0.005385,0.004824
268.500000,51.509549,-0.160987,39.118787,0.247588,0.023423,-0.038954
269.000000,51.509543,-0.160993,39.427979,0.211076,0.132990,0.022590
269.500000,51.509537,-0.160997,39.760661,0.197948,0.184266,-0.020998
270.000000,51.509531,-0.161001,40.065914,0.121589,0.249583,-0.004539
270.500000,51.509525,-0.161004,40.429811,0.073429,0.229183,0.013291
271.000000,51.509520,-0.161006,40.734753,0.004452,0.268997,-0.019037
271.500000,51.509514,-0.161008,41.040730,-0.064974,0.240496,-0.036707
272.000000,51.509509,-0.161011,41.381194,-0.156190,0.268870,-0.022476
272.500000,51.509503,-0.161012,41.703836,-0.171396,0.200588,-0.055125
273.000000,51.509498,-0.161015,42.012720,-0.239727,0.139516,-0.039913
273.500000,51.509491,-0.161020,42.382197,-0.207781,0.034381,-0.013809
274.000000,51.509487,-0.161022,42.642790,-0.250064,0.010167,-0.075141
274.500000,51.509482,-0.161023,42.915891,-0.497006,0.007334,0.016166
275.000000,51.509476,-0.161028,43.265547,-0.736404,0.011744,-0.023618
275.500000,51.509468,-0.161030,43.595922,-1.000952,-0.009558,0.010477
276.000000,51.509458,-0.161034,43.947484,-1.270002,-0.001380,-0.039920
276.500000,51.509457,-0.161028,44.063432,-1.287786,-0.004509,0.010517
277.000000,51.509457,-0.161023,44.137464,-1.272006,0.031512,0.028221
277.500000,51.509456,-0.161018,44.179424,-1.266999,0.019966,-0.032787
278.000000,51.509454,-0.161013,44.243669,-1.252424,0.021010,-0.000340
278.500000,51.509452,-0.161008,44.361571,-1.239461,0.013700,-0.025475
279.000000,51.509450,-0.161003,44.456245,-1.264588,-0.002427,0.005126
279.500000,51.509449,-0.160999,44.587125,-1.273348,0.010800,0.025018
280.000000,51.509446,-0.160996,44.653253,-1.269544,-0.000606,0.033109
280.500000,51.509443,-0.160993,44.728415,-1.253310,0.004562,-0.009310
281.000000,51.509441,-0.160989,44.750473,-1.241775,0.013453,-0.023351
281.500000,51.509438,-0.160987,44.881718,-1.242016,0.012102,0.048569
282.000000,51.509436,-0.160984,44.857355,-1.231533,-0.014624,0.038708
282.500000,51.509435,-0.160981,44.814134,-1.246603,0.007266,0.073540
283.000000,51.509432,-0.160977,44.832554,-1.246005,-0.007574,0.021644
283.500000,51.509430,-0.160973,44.810050,-1.247296,0.008053,-0.003879
284.000000,51.509427,-0.160971,44.837431,-1.254173,0.015565,0.000992
284.500000,51.509423,-0.160968,44.858012,-1.246720,0.026467,-0.003961
285.000000,51.509420,-0.160965,44.856789,-1.240826,0.054658,-0.021642
285.500000,51.509417,-0.160962,44.888759,-1.240175,0.060798,-0.003993
286.000000,51.509414,-0.160960,44.826788,-1.241938,0.068362,0.000169
286.500000,51.509409,-0.160957,44.846248,-1.236964,0.032045,-0.014920
287.000000,51.509406,-0.160954,44.783095,-1.266882,0.058635,0.044414
287.500000,51.509402,-0.160952,44.714425,-1.255445,0.035275,0.028145
288.000000,51.509398,-0.160949,44.629762,-1.279262,0.046718,-0.003345
288.500000,51.509395,-0.160947,44.612013,-1.258514,0.016345,-0.003676
289.000000,51.509391,-0.160945,44.666308,-1.247828,0.036701,0.020469
289.500000,51.509387,-0.160943,44.692381,-1.259210,0.018546,-0.006576
290.000000,51.509383,-0.160941,44.673615,-1.266756,-0.007250,-0.029714
290.500000,51.509378,-0.160940,44.648627,-1.268510,0.008299,-0.028489
291.000000,51.509374,-0.160938,44.655206,-1.281097,0.014453,-0.011870
291.500000,51.509371,-0.160936,44.617428,-1.253703,0.001860,0.012665
292.000000,51.509366,-0.160936,44.618529,-1.271444,-0.014190,0.005296
292.500000,51.509362,-0.160935,44.575778,-1.275838,-0.008445,-0.031518
293.000000,51.509358,-0.160934,44.537072,-1.258356,-0.005539,0.009160
293.500000,51.509354,-0.160933,44.420321,-1.248603,-0.027730,0.002246
294.000000,51.509349,-0.160933,44.395161,-1.232228,-0.041706,-0.019606
294.500000,51.509344,-0.160933,44.446985,-1.249928,-0.020186,-0.082074
295.000000,51.509340,-0.160932,44.421467,-1.245654,-0.033970,-0.052805
295.500000,51.509335,-0.160932,44.471709,-1.232451,-0.044504,-0.042590
296.000000,51.509331,-0.160930,44.377979,-1.248183,-0.041931,-0.064955
296.500000,51.509326,-0.160930,44.361794,-1.222235,-0.007816,-0.040867
297.000000,51.509322,-0.160929,44.404588,-1.253088,0.036920,-0.026107
297.500000,51.509317,-0.160929,44.423991,-1.217208,-0.010846,-0.051284
298.000000,51.509313,-0.160929,44.379466,-1.265568,-0.012932,-0.017374
298.500000,51.509307,-0.160928,44.358752,-1.265880,-0.025558,0.024622
299.000000,51.509303,-0.160927,44.235150,-1.234121,-0.015909,0.031567
299.500000,51.509299,-0.160927,44.163092,-1.238539,-0.055106,0.056696
300.000000,51.509295,-0.160927,44.104600,-1.237480,-0.053312,-0.022590
300.500000,51.509290,-0.160927,43.991450,-1.273368,-0.005473,0.011667
301.000000,51.509285,-0.160926,43.965760,-1.254852,-0.001720,0.005709
301.500000,51.509280,-0.160925,43.995301,-1.230453,-0.028958,-0.054167
302.000000,51.509275,-0.160925,43.919310,-1.239474,-0.016592,-0.005988
302.500000,51.509269,-0.160924,43.888019,-1.234748,0.006035,-0.029063
303.000000,51.509264,-0.160924,43.934884,-1.226774,0.011993,-0.033828
303.500000,51.509260,-0.160923,43.887943,-1.249886,-0.016411,0.016363
304.000000,51.509254,-0.160923,43.822133,-1.220400,-0.010034,0.011572
304.500000,51.509249,-0.160923,43.657230,-1.274237,0.002099,0.060245
305.000000,51.509244,-0.160925,43.655116,-1.253291,0.017573,-0.000201
305.500000,51.509239,-0.160925,43.632754,-0.966869,0.004703,0.038904
306.000000,51.509236,-0.160924,43.577884,-0.754324,0.021641,-0.001984
306.500000,51.509233,-0.160923,43.560030,-0.503256,-0.032447,0.003816
307.000000,51.509232,-0.160923,43.593661,-0.240486,-0.010612,0.002388
307.500000,51.509231,-0.160924,43.569868,-0.252367,0.072051,-0.019893
308.000000,51.509230,-0.160922,43.469310,-0.208798,0.114049,-0.001729
308.500000,51.509230,-0.160921,43.430306,-0.160553,0.182010,-0.033829
309.000000,51.509230,-0.160919,43.454826,-0.119177,0.231545,-0.040331
309.500000,51.509230,-0.160917,43.458673,-0.075655,0.246264,-0.027047
310.000000,51.509231,-0.160917,43.417416,0.003976,0.220373,0.016298
310.500000,51.509231,-0.160915,43.321886,0.078162,0.244484,0.023861
311.000000,51.509232,-0.160911,43.290084,0.108306,0.241418,0.011255
311.500000,51.509233,-0.160910,43.209046,0.155764,0.182991,0.013947
312.000000,51.509234,-0.160908,43.258854,0.227715,0.130905,-0.027241
312.500000,51.509237,-0.160908,43.264298,0.215984,0.093679,0.015776
313.000000,51.509238,-0.160905,43.213425,0.224906,0.018158,-0.009172
313.500000,51.509239,-0.160904,43.194554,0.487261,0.002465,-0.017352
314.000000,51.509243,-0.160904,43.191817,0.749985,0.017050,-0.017897
314.500000,51.509247,-0.160904,43.056174,0.974975,0.005660,0.008973
315.000000,51.509253,-0.160904,42.991660,1.239761,0.002486,0.010104
315.500000,51.509258,-0.160904,42.956721,1.235973,0.001427,-0.004775
316.000000,51.509264,-0.160904,42.906392,1.238816,0.036049,-0.018309
316.500000,51.509270,-0.160903,42.925219,1.250252,-0.005473,-0.020019
317.000000,51.509275,-0.160904,42.899800,1.269994,0.009801,0.008975
317.500000,51.509281,-0.160905,42.827824,1.260711,0.030602,0.012806
318.000000,51.509286,-0.160904,42.792063,1.253461,0.017238,-0.027908
318.500000,51.509292,-0.160904,42.646154,1.253739,0.005591,-0.015592
319.000000,51.509298,-0.160905,42.639001,1.250817,-0.003327,-0.007105
319.500000,51.509304,-0.160906,42.676434,1.247361,-0.003729,-0.018387
320.000000,51.509310,-0.160906,42.629679,1.256944,0.003244,-0.084241
320.500000,51.509316,-0.160907,42.641515,1.258775,-0.000119,-0.027072
321.000000,51.509322,-0.160908,42.472735,1.258032,-0.016676,-0.019320
321.500000,51.509328,-0.160908,42.391814,1.229798,-0.003796,-0.009108
322.000000,51.509333,-0.160908,42.409537,1.226522,0.002457,0.056574
322.500000,51.509339,-0.160908,42.335974,1.241765,-0.021657,0.029797
323.000000,51.509345,-0.160909,42.316158,1.254055,-0.031607,0.104190
323.500000,51.509351,-0.160910,42.258131,1.252303,-0.022859,0.042648
324.000000,51.509356,-0.160910,42.234094,1.232274,0.002306,0.023121
324.500000,51.509361,-0.160910,42.139263,1.250500,-0.022172,0.015705
325.000000,51.509367,-0.160911,42.029653,1.281090,-0.047975,0.020735
325.500000,51.509373,-0.160912,41.940714,1.255924,-0.028775,0.012011
326.000000,51.509378,-0.160912,41.857536,1.252207,0.029370,0.036486
326.500000,51.509384,-0.160912,41.830206,1.261449,-0.020378,0.040939
327.000000,51.509390,-0.160912,41.805026,1.274830,-0.013363,0.040893
327.500000,51.509395,-0.160912,41.696352,1.262460,-0.013321,0.057004
328.000000,51.509401,-0.160912,41.640603,1.229957,-0.008941,0.039896
328.500000,51.509407,-0.160912,41.621073,1.238416,-0.008341,-0.028515
329.000000,51.509413,-0.160912,41.583509,1.227459,-0.018320,0.000650
329.500000,51.509418,-0.160913,41.523954,1.252565,-0.020678,-0.013278
330.000000,51.509423,-0.160913,41.532082,1.262030,0.013895,-0.039195
330.500000,51.509430,-0.160912,41.619260,1.241830,0.024546,-0.041909
331.000000,51.509435,-0.160912,41.593413,1.233360,0.028164,-0.017893
331.500000,51.509441,-0.160913,41.564986,1.268232,0.031517,-0.042451
332.000000,51.509447,-0.160912,41.506358,1.234186,0.000190,-0.015048
332.500000,51.509453,-0.160912,41.458769,1.242684,0.013712,-0.022142
333.000000,51.509458,-0.160913,41.396861,1.274982,-0.027203,0.040560
333.500000,51.509465,-0.160911,41.403102,1.237771,0.007154,-0.039473
334.000000,51.509470,-0.160909,41.405852,1.240124,0.001553,0.019676
334.500000,51.509475,-0.160909,41.377320,1.256656,-0.019229,0.011457
335.000000,51.509482,-0.160909,41.374682,1.237951,0.003917,0.023635
335.500000,51.509487,-0.160909,41.345712,1.248560,0.010265,0.046021
336.000000,51.509493,-0.160907,41.361409,1.237912,0.002157,-0.000720
336.500000,51.509499,-0.160905,41.356466,1.241433,0.026719,0.012121
337.000000,51.509504,-0.160905,41.341339,1.264638,-0.002244,-0.033106
337.500000,51.509510,-0.160905,41.289619,1.255048,-0.019472,0.004837
338.000000,51.509516,-0.160905,41.248880,1.242418,0.018518,-0.014368
338.500000,51.509520,-0.160905,41.146862,1.254203,-0.014049,0.018366
339.000000,51.509526,-0.160905,41.082488,1.223007,0.016002,-0.018287
339.500000,51.509531,-0.160905,41.125223,1.248996,-0.009196,-0.011659
340.000000,51.509537,-0.160905,41.069174,1.242189,-0.016514,-0.011986
340.500000,51.509543,-0.160906,41.049270,1.254082,0.005137,-0.012429
341.000000,51.509548,-0.160906,41.055151,1.243808,0.026483,0.028795
341.500000,51.509554,-0.160906,41.063880,1.269418,0.001363,-0.028645
342.000000,51.509561,-0.160907,41.063442,1.275342,-0.013571,0.056823
342.500000,51.509566,-0.160907,40.966888,1.246789,-0.008396,0.023824
343.000000,51.509571,-0.160907,40.867118,1.245369,-0.000971,0.067078
343.500000,51.509577,-0.160906,40.857260,1.229459,0.012229,0.013105
344.000000,51.509574,-0.160914,41.101138,1.245417,-0.050142,0.007791
344.500000,51.509570,-0.160923,41.321137,0.987107,-0.010754,0.004570
345.000000,51.509566,-0.160930,41.652866,0.737912,0.016338,-0.021935
345.500000,51.509561,-0.160938,41.932999,0.504593,0.013227,-0.001612
346.000000,51.509555,-0.160945,42.166803,0.233654,0.009029,-0.042367
346.500000,51.509549,-0.160950,42.438178,0.206554,0.072624,-0.007995
347.000000,51.509543,-0.160954,42.683852,0.180951,0.130678,-0.016213
347.500000,51.509536,-0.160960,42.914774,0.159877,0.141495,0.036970
348.000000,51.509531,-0.160964,43.221471,0.123820,0.217049,-0.023203
348.500000,51.509525,-0.160968,43.489888,0.065537,0.194039,0.026269
349.000000,51.509519,-0.160972,43.769663,-0.019129,0.257171,-0.025040
349.500000,51.509512,-0.160976,44.082163,-0.055544,0.225563,0.014635
350.000000,51.509505,-0.160978,44.341608,-0.107552,0.193698,0.017092
350.500000,51.509500,-0.160982,44.660645,-0.156249,0.164865,-0.055823
351.000000,51.509494,-0.160985,44.953587,-0.206989,0.117676,0.014107
351.500000,51.509488,-0.160988,45.237511,-0.245876,0.053088,-0.018129
352.000000,51.509482,-0.160991,45.498518,-0.249008,-0.008603,-0.028486
352.500000,51.509476,-0.160995,45.857078,-0.505567,-0.009388,-0.013859
353.000000,51.509469,-0.160998,46.177366,-0.761068,-0.028941,0.048691
353.500000,51.509461,-0.161001,46.504161,-1.029095,-0.017134,0.031474
354.000000,51.509452,-0.161005,46.800625,-1.241987,-0.040770,-0.037927
354.500000,51.509451,-0.161000,46.929548,-1.251321,0.019226,-0.030538
355.000000,51.509451,-0.160995,46.971498,-1.241760,-0.009115,-0.026854
355.500000,51.509451,-0.160990,47.031717,-1.260108,0.003995,-0.022537
356.000000,51.509450,-0.160986,47.091412,-1.244317,-0.002764,-0.010655
356.500000,51.509448,-0.160981,47.194355,-1.230008,-0.015182,-0.025370
357.000000,51.509446,-0.160977,47.277280,-1.283675,-0.002413,-0.041213
357.500000,51.509445,-0.160973,47.264400,-1.264080,0.025739,-0.077732
358.000000,51.509443,-0.160968,47.270886,-1.272714,0.038862,-0.043310
358.500000,51.509441,-0.160964,47.288285,-1.262767,0.040081,-0.040665
359.000000,51.509439,-0.160960,47.405647,-1.271169,0.016469,-0.040166
359.500000,51.509436,-0.160955,47.500119,-1.267153,0.020954,-0.021520
360.000000,51.509434,-0.160952,47.560503,-1.266864,-0.000286,-0.021690
360.500000,51.509431,-0.160949,47.625169,-1.261683,-0.000002,-0.033090
361.000000,51.509428,-0.160947,47.576777,-1.256391,-0.015320,-0.021164
361.500000,51.509426,-0.160944,47.611407,-1.251283,-0.008969,-0.048871
362.000000,51.509423,-0.160941,47.567672,-1.266352,0.001179,0.011491
362.500000,51.509420,-0.160938,47.592299,-1.241362,-0.000494,-0.028437
363.000000,51.509417,-0.160935,47.624556,-1.271152,0.013598,-0.063358
363.500000,51.509414,-0.160932,47.606691,-1.233295,0.004960,-0.001771
364.000000,51.509410,-0.160929,47.623112,-1.237729,-0.003597,0.010057
364.500000,51.509407,-0.160928,47.558681,-1.251498,0.010592,0.003956
365.000000,51.509404,-0.160924,47.497021,-1.264296,0.019433,-0.003840
365.500000,51.509400,-0.160923,47.433493,-1.254170,0.002890,-0.030472
366.000000,51.509397,-0.160922,47.486892,-1.295713,0.002952,-0.005225
366.500000,51.509393,-0.160920,47.428521,-1.249883,0.017414,0.016806
367.000000,51.509389,-0.160920,47.445370,-1.238818,0.008987,0.003264
367.500000,51.509385,-0.160918,47.458968,-1.257382,0.049324,0.014286
368.000000,51.509381,-0.160916,47.367607,-1.252073,0.011993,0.013457
368.500000,51.509377,-0.160915,47.333155,-1.245171,0.005034,-0.007014
369.000000,51.509373,-0.160914,47.301825,-1.247413,-0.025542,0.005805
369.500000,51.509369,-0.160913,47.285589,-1.260431,0.027644,-0.038924
370.000000,51.509364,-0.160910,47.250008,-1.235017,0.008519,0.013993
370.500000,51.509361,-0.160909,47.161927,-1.222029,0.005832,-0.008578
371.000000,51.509357,-0.160908,47.109783,-1.240038,0.003981,-0.001652
371.500000,51.509352,-0.160906,47.056107,-1.231200,-0.019845,-0.034557
372.000000,51.509347,-0.160905,47.005583,-1.249472,0.006757,0.013564
372.500000,51.509343,-0.160904,46.891297,-1.222731,-0.016310,0.029042
373.000000,51.509340,-0.160902,46.840700,-1.249529,0.016269,0.012072
373.500000,51.509335,-0.160901,46.780241,-1.242562,0.036256,0.007687
374.000000,51.509330,-0.160899,46.808764,-1.243184,0.026997,-0.011894
374.500000,51.509326,-0.160899,46.738130,-1.252369,0.030043,-0.012232
375.000000,51.509321,-0.160899,46.688530,-1.262685,0.030240,-0.077686
375.500000,51.509316,-0.160899,46.557594,-1.242663,0.015503,-0.071449
376.000000,51.509311,-0.160897,46.491709,-1.276255,0.028758,-0.036959
376.500000,51.509306,-0.160895,46.483370,-1.271274,0.031541,-0.032283
377.000000,51.509301,-0.160895,46.463407,-1.231216,-0.011384,-0.017430
377.500000,51.509296,-0.160894,46.350820,-1.249098,0.012992,0.022525
378.000000,51.509291,-0.160895,46.319097,-1.234622,0.010248,-0.016179
378.500000,51.509286,-0.160895,46.296691,-1.275386,0.025829,-0.019722
379.000000,51.509282,-0.160896,46.278921,-1.243889,0.011871,0.013006
379.500000,51.509277,-0.160895,46.238678,-1.262330,-0.037209,0.038726
380.000000,51.509271,-0.160894,46.112304,-1.249447,-0.026875,0.057196
380.500000,51.509266,-0.160893,46.037572,-1.272059,-0.030015,0.066266
381.000000,51.509262,-0.160892,45.914465,-1.244056,-0.037381,0.070076
381.500000,51.509258,-0.160891,45.898705,-1.238619,-0.000255,-0.012910
382.000000,51.509253,-0.160891,45.940196,-1.253544,-0.035759,0.006860
382.500000,51.509249,-0.160892,45.857280,-1.258303,-0.001598,-0.034159
383.000000,51.509244,-0.160891,45.857391,-1.249652,-0.041855,-0.032022
383.500000,51.509240,-0.160890,45.815407,-0.998509,0.010585,-0.006089
384.000000,51.509236,-0.160890,45.736759,-0.750745,0.011127,-0.016021
384.500000,51.509234,-0.160890,45.724558,-0.509680,-0.004407,-0.017142
385.000000,51.509233,-0.160890,45.692932,-0.252433,-0.013472,-0.012689
385.500000,51.509232,-0.160890,45.677416,-0.261609,0.061734,-0.026332
386.000000,51.509231,-0.160888,45.724828,-0.219729,0.137863,0.022200
386.500000,51.509231,-0.160885,45.670261,-0.179176,0.154510,0.046943
387.000000,51.509231,-0.160885,45.596658,-0.106563,0.224051,0.032561
387.500000,51.509231,-0.160884,45.502736,-0.060854,0.252988,0.018403
388.000000,51.509231,-0.160882,45.448847,-0.005956,0.282465,-0.021951
388.500000,51.509232,-0.160880,45.376518,0.057993,0.244908,-0.000159
389.000000,51.509232,-0.160879,45.236296,0.105494,0.233814,-0.003464
389.500000,51.509233,-0.160878,45.229145,0.184289,0.149922,0.008238
390.000000,51.509235,-0.160877,45.079544,0.194677,0.135104,-0.003006
390.500000,51.509236,-0.160877,45.046923,0.248035,0.076385,-0.001700
391.000000,51.509237,-0.160877,45.094650,0.265109,-0.020232,-0.006850
391.500000,51.509239,-0.160876,45.056070,0.488541,0.011622,-0.059897
392.000000,51.509242,-0.160877,45.031533,0.760960,0.024606,-0.016840
392.500000,51.509247,-0.160878,45.021964,1.006549,-0.000574,0.002418
393.000000,51.509252,-0.160878,44.906236,1.253568,-0.022677,0.013979
393.500000,51.509259,-0.160878,44.858602,1.252139,-0.004068,0.064735
394.000000,51.509265,-0.160878,44.777092,1.264561,-0.034313,-0.004105
394.500000,51.509271,-0.160878,44.781683,1.250876,-0.060619,0.058512
395.000000,51.509276,-0.160877,44.686998,1.224924,-0.008100,0.063245
395.500000,51.509281,-0.160878,44.639481,1.246050,0.014115,-0.033553
396.000000,51.509287,-0.160878,44.563419,1.246025,-0.029093,-0.019610
396.500000,51.509294,-0.160877,44.494282,1.231478,-0.009477,-0.012295
397.000000,51.509299,-0.160877,44.527475,1.249397,-0.037976,-0.005733
397.500000,51.509304,-0.160876,44.560070,1.229394,-0.026735,0.031682
398.000000,51.509310,-0.160877,44.523349,1.252274,-0.017733,-0.054225
398.500000,51.509316,-0.160877,44.481308,1.258117,-0.009688,0.001652
399.000000,51.509322,-0.160877,44.489574,1.279759,-0.036853,-0.006001
399.500000,51.509328,-0.160877,44.431152,1.242247,-0.000074,-0.023438
400.000000,51.509333,-0.160877,44.457731,1.234680,0.032918,-0.029496
400.500000,51.509339,-0.160876,44.375520,1.263182,-0.011093,-0.028549
401.000000,51.509345,-0.160877,44.366235,1.219295,0.024903,-0.045431
401.500000,51.509350,-0.160877,44.278707,1.261762,-0.000669,-0.052157
402.000000,51.509356,-0.160876,44.150311,1.250790,-0.023034,-0.042202
402.500000,51.509363,-0.160877,44.036596,1.241349,-0.038899,0.008910
403.000000,51.509369,-0.160877,43.981313,1.257036,-0.048650,0.029484
403.500000,51.509375,-0.160878,43.898917,1.254531,-0.055270,-0.019524
404.000000,51.509380,-0.160876,43.900479,1.246637,-0.050392,-0.048734
404.500000,51.509385,-0.160877,43.804796,1.252812,-0.032002,-0.041482
405.000000,51.509391,-0.160876,43.775227,1.206891,0.004044,-0.018297
405.500000,51.509397,-0.160877,43.834385,1.242292,-0.021306,-0.009450
406.000000,51.509402,-0.160877,43.807559,1.239125,0.011993,0.011937
406.500000,51.509408,-0.160876,43.713799,1.239766,0.001331,-0.012719
407.000000,51.509413,-0.160876,43.663671,1.234597,-0.003700,0.052087
407.500000,51.509419,-0.160876,43.559699,1.249511,-0.007023,-0.001943
408.000000,51.509424,-0.160875,43.468576,1.271843,0.003548,-0.001103
408.500000,51.509430,-0.160875,43.425934,1.240216,0.024588,-0.050192
409.000000,51.509436,-0.160876,43.476858,1.222562,0.009186,0.064613
409.500000,51.509441,-0.160876,43.334738,1.265268,0.024360,0.004431
410.000000,51.509447,-0.160876,43.253573,1.256085,0.004759,0.042551
410.500000,51.509453,-0.160875,43.200833,1.233639,0.026698,0.023143
411.000000,51.509458,-0.160876,43.157353,1.249531,0.022738,0.073533
411.500000,51.509464,-0.160875,43.055835,1.229613,0.029039,0.020407
412.000000,51.509470,-0.160876,42.963890,1.237677,0.008887,-0.010839
412.500000,51.509474,-0.160876,42.936517,1.246448,0.027668,-0.017585
413.000000,51.509479,-0.160875,43.021111,1.225441,0.033295,-0.000915
413.500000,51.509485,-0.160875,42.963247,1.256387,0.001845,0.013497
414.000000,51.509491,-0.160875,42.909698,1.230941,0.009442,0.006425
414.500000,51.509496,-0.160875,42.835826,1.240477,-0.015388,-0.020539
415.000000,51.509502,-0.160875,42.833330,1.229583,-0.014403,-0.051471
415.500000,51.509507,-0.160877,42.767999,1.236894,-0.013357,0.059927
416.000000,51.509513,-0.160878,42.735486,1.269761,-0.033193,0.023987
416.500000,51.509519,-0.160878,42.783099,1.211174,0.022167,-0.008763
