Time(s),Latitude(deg),Longitude(deg),Height(m),North(m/s),East(m/s),Down(m/s)
91.000000,-2.627895,-67.269034,997.992310,-141.802577,140.876340,0.932596
92.000000,-2.629160,-67.267780,993.321836,-140.593713,140.048604,3.251858
93.000000,-2.630421,-67.266472,998.511131,-139.902122,143.401298,-1.999652
94.000000,-2.631719,-67.265202,998.602773,-142.156417,142.081506,-0.817988
95.000000,-2.633001,-67.263944,998.855227,-141.898286,140.714972,-0.470765
96.000000,-2.634275,-67.262662,999.779601,-141.296103,141.869558,-0.757084
97.000000,-2.635547,-67.261396,996.726055,-140.924248,141.184367,1.607352
98.000000,-2.636837,-67.260119,996.940235,-141.997840,141.723163,0.470689
99.000000,-2.638109,-67.258866,995.179699,-141.154109,140.285076,1.268196
100.000000,-2.639393,-67.257596,998.550513,-141.714673,140.847593,-1.619815
101.000000,-2.640659,-67.256331,998.181566,-140.683713,140.796289,-0.387860
102.000000,-2.641956,-67.255056,997.975268,-142.395856,141.420841,-0.022900
103.000000,-2.643235,-67.253765,1003.373829,-141.799640,142.762740,-3.368884
104.000000,-2.644503,-67.252508,998.587829,-140.825649,140.921493,1.696025
105.000000,-2.645780,-67.251244,996.345521,-141.062348,140.712893,2.031299
106.000000,-2.647059,-67.249962,997.969786,-141.301280,141.882812,-0.245407
107.000000,-2.648332,-67.248688,999.985841,-140.969785,141.750029,-1.350398
108.000000,-2.649617,-67.247422,998.725592,-141.695836,141.141619,0.268082
109.000000,-2.650905,-67.246155,993.041797,-142.164440,140.977945,3.630222
110.000000,-2.652182,-67.244875,995.787687,-141.581990,141.853577,-0.337619
111.000000,-2.653462,-67.243595,1001.469423,-141.558079,142.203045,-3.663967
112.000000,-2.654739,-67.242328,1003.571009,-141.325064,141.395246,-2.697095
113.000000,-2.656024,-67.241069,997.926181,-141.849914,140.533653,2.484048
114.000000,-2.657300,-67.239796,999.242960,-141.353195,141.192982,0.117070
115.000000,-2.658566,-67.238499,1002.330500,-140.525962,143.046588,-1.879327
116.000000,-2.659843,-67.237215,998.913305,-141.003978,142.908976,1.408699
117.000000,-2.661082,-67.235942,992.434159,-138.498700,142.081948,4.556314
118.000000,-2.662311,-67.234614,998.050928,-136.899501,145.608531,-1.771764
119.000000,-2.663530,-67.233295,994.989873,-135.597534,146.264945,1.228079
120.000000,-2.664722,-67.231941,996.373761,-133.271731,148.945659,-0.399890
121.000000,-2.665892,-67.230567,999.896821,-130.883374,151.383254,-2.345640
122.000000,-2.667056,-67.229182,999.671160,-129.520695,153.024090,-0.751638
123.000000,-2.668204,-67.227801,997.427419,-127.927697,153.349165,1.106019
124.000000,-2.669339,-67.226391,999.731107,-126.462482,155.526321,-1.017863
125.000000,-2.670459,-67.224963,1000.911830,-124.797913,157.553521,-1.123479
126.000000,-2.671532,-67.223537,998.755710,-121.020829,158.199454,0.910885
127.000000,-2.672618,-67.222085,1004.076366,-120.444677,160.237031,-2.967094
128.000000,-2.673683,-67.220638,998.746464,-118.781852,160.693733,2.186122
129.000000,-2.674713,-67.219168,999.025472,-115.789339,162.386471,0.649456
130.000000,-2.675737,-67.217696,997.121944,-114.182717,163.249011,1.424710
131.000000,-2.676740,-67.216171,1000.567749,-112.156738,167.213032,-1.607278
132.000000,-2.677725,-67.214643,1007.724983,-110.176485,168.909987,-5.061618
133.000000,-2.678691,-67.213156,996.685678,-108.065821,166.669672,4.942705
134.000000,-2.679636,-67.211631,993.775124,-105.889534,168.547605,3.675199
135.000000,-2.680565,-67.210097,990.957168,-103.908685,169.770837,3.138035
136.000000,-2.681482,-67.208546,995.686262,-102.387122,171.461391,-1.756610
137.000000,-2.682366,-67.206970,990.026259,-99.524188,173.854513,2.849319
138.000000,-2.683242,-67.205387,1002.332914,-97.851259,175.227931,-6.576220
139.000000,-2.684094,-67.203807,1001.823386,-95.615124,175.522093,-2.175931
140.000000,-2.684913,-67.202195,1000.077561,-92.451177,177.846231,0.257540
141.000000,-2.685726,-67.200598,998.274839,-90.871671,177.747841,1.213742
142.000000,-2.686521,-67.199005,991.904370,-89.038046,177.353703,4.414988
143.000000,-2.687289,-67.197345,1001.079139,-86.477888,181.868009,-4.037014
144.000000,-2.688055,-67.195706,1001.353048,-85.399574,182.113782,-1.702187
145.000000,-2.688783,-67.194079,997.296182,-82.390759,181.402103,1.873446
146.000000,-2.689501,-67.192440,991.111878,-80.540150,181.971403,4.548858
147.000000,-2.690182,-67.190767,994.835411,-77.264924,184.523626,-0.597718
148.000000,-2.690849,-67.189075,1002.863356,-75.075693,186.768959,-5.220848
149.000000,-2.691513,-67.187407,997.704929,-74.066989,185.988761,1.226738
150.000000,-2.692138,-67.185722,998.870287,-71.016989,186.835072,-0.264542
151.000000,-2.692741,-67.184015,1002.511192,-68.289867,188.701687,-2.367699
152.000000,-2.693330,-67.182329,997.129311,-66.362849,187.955796,2.445268
153.000000,-2.693895,-67.180625,997.612141,-63.935575,188.947969,0.620816
154.000000,-2.694430,-67.178903,997.789355,-60.966227,190.518312,0.120419
155.000000,-2.694962,-67.177187,997.006186,-59.660895,190.736486,0.528078
156.000000,-2.695465,-67.175467,996.303257,-57.158675,191.119043,0.632469
157.000000,-2.695948,-67.173743,994.310313,-54.821273,191.472248,1.473875
158.000000,-2.696407,-67.171987,993.779467,-52.276342,193.881216,0.883304
159.000000,-2.696841,-67.170233,994.286714,-49.597143,194.582411,0.014559
160.000000,-2.697257,-67.168473,996.689485,-47.425083,195.326578,-1.492457
161.000000,-2.697647,-67.166727,998.829207,-44.723186,194.628085,-1.899107
162.000000,-2.698039,-67.164970,998.887406,-43.871693,195.069183,-0.759093
163.000000,-2.698388,-67.163217,997.690916,-40.569715,195.018369,0.452244
164.000000,-2.698704,-67.161455,998.631641,-37.082888,195.612971,-0.417929
165.000000,-2.699027,-67.159669,1000.409087,-36.265677,197.459642,-1.267392
166.000000,-2.699309,-67.157888,999.279341,-33.102815,197.861855,0.218357
167.000000,-2.699565,-67.156109,998.561636,-30.101323,197.816276,0.524437
168.000000,-2.699810,-67.154331,995.977202,-28.223597,197.780096,1.800651
169.000000,-2.700026,-67.152532,998.923202,-25.567487,199.225116,-1.154304
170.000000,-2.700217,-67.150749,998.706539,-22.766139,198.627604,-0.306403
171.000000,-2.700411,-67.148986,992.698209,-21.971869,197.038087,3.614693
172.000000,-2.700562,-67.147181,994.778000,-18.724061,199.341922,0.070572
173.000000,-2.700703,-67.145398,989.802412,-16.724672,198.722460,3.115312
174.000000,-2.700816,-67.143589,995.217410,-14.126966,200.257335,-2.191619
175.000000,-2.700907,-67.141802,994.136723,-11.601863,199.327855,-0.161805
176.000000,-2.700963,-67.140005,995.302662,-8.229283,199.638157,-0.790303
177.000000,-2.701001,-67.138200,1000.619121,-5.732130,200.303412,-3.608172
178.000000,-2.701026,-67.136400,999.110690,-3.919743,200.258079,-0.431949
179.000000,-2.701012,-67.134592,1000.715335,-0.516107,200.773286,-1.165272
180.000000,-2.701025,-67.132779,1002.531564,-1.035752,201.261635,-1.574297
